SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
7.1,24.27,517248,7,21,cbr,1000,-------,28,2538,6250,6250000,clien-7,Switch1,45.304,45.304,45.31408,0,124.941627,124942,1000,0.059605,0.001286,45.304,45.335526,25,75.02336,Smurf
20,25,66516,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,63.149179,63.149179,63.179819,0,94.7212,5209.67,55,0.003716,0.071283,63.108536,63.179819,1.201267,75.999728,SIDDOS
20,25,76221,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.260477,72.260477,72.291117,0,94.7212,5209.67,55,0.003716,0.071283,72.260477,72.33176,1.201267,75.999728,SIDDOS
10,24.11,62112,10,22,tcp,61432,-------,0,-1,210,12900720,client-10,switch2,59,59,59.015243,0,23.20193,1425340.993801,61432,0.123031,0.050971,59,59.050971,0,9.050971,HTTP-FLOOD
20,25,79080,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.277888,75.277888,75.308528,0,94.7212,5209.67,55,0.003716,0.071283,75.237245,75.308528,1.201267,75.999728,SIDDOS
20,25,63872,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,60.661565,60.661565,60.692205,0,94.7212,5209.67,55,0.003716,0.071283,60.661565,60.732848,1.201267,75.999728,SIDDOS
13,24.14,68543,13,22,tcp,41987,-------,0,-1,210,8817270,client-13,switch2,65,65,65.015243,0,23.121571,970805.383759,41987,0.084088,0.082428,65,65.082428,0,9.082428,HTTP-FLOOD
3,24.3,308755,3,21,tcp,1540,-------,4,9302,16091,24780100,clien-3,Switch1,29.310187,29.310187,29.32031,0,328.240918,505490,1540,0.236321,0,29.310187,29.340557,1,50.02192,Smurf
1,24.1,305920,23,24,tcp,1540,-------,2,9224,16091,24780100,Router,server1,29.114322,29.114322,29.124445,0,328.297855,505578,1540,0.236321,0,29.094075,29.124445,1,50.013418,Smurf
16,24.18,16084,23,24,tcp,52701,-------,0,-1,210,11067210,router,server1,16.061942,16.098642,16.113885,0.0367,23.041765,1214324.078041,52701,0.105545,0.113885,16,16.113885,0,9.113885,HTTP-FLOOD
20,25,71044,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.313834,67.313834,67.344474,0,94.7212,5209.67,55,0.003716,0.071283,67.313834,67.385117,1.201267,75.999728,SIDDOS
11,24.12,56784,11,22,tcp,39985,-------,0,-1,210,8396850,client-11,switch2,54,54,54.015243,0,23.175081,926655.613992,39985,0.080079,0.061457,54,54.061457,0,9.061457,HTTP-FLOOD
2,24.16,30064,2,21,ping,65535,-------,0,-1,210,13762400,client-2,switch1,29,29,29.015243,0,23.188498,1519660,65535.2,0.131248,0.056214,29,29.056214,0,9.056214,Smurf
8,24.9,25768,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,25.015243,25.051942,25.067185,0.036699,23.028518,1509180,65535.2,0.131248,0.119128,25,25.119128,0,9.119128,Smurf
20,25,70082,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,66.434944,66.434944,66.465584,0,94.7212,5209.67,55,0.003716,0.071283,66.394301,66.465584,1.201267,75.999728,SIDDOS
5,24.5,32213,21,23,tcp,6554,-------,0,-1,210,1376340,switch1,router,31.015243,31.036214,31.051457,0.020971,23.108231,151451.345455,6554,0.013126,0.087671,31,31.087671,0,9.087671,HTTP-FLOOD
15.1,24.35,614088,23,24,cbr,1000,-------,36,4884,6250,6250000,Router,server1,64.09256,64.09304,64.10312,0.00048,124.942227,124942,1000,0.059605,0.00088,64.072,64.10312,25,75.02312,Smurf
7,24.7,27885,23,24,tcp,15576,-------,0,-1,210,3270960,router,server1,27.061942,27.093399,27.108642,0.031457,23.055028,359105.122366,15576,0.031194,0.108642,27,27.108642,0,9.108642,HTTP-FLOOD
20,25,65229,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,61.922605,61.922605,61.932608,0,94.7212,5209.67,55,0.003716,0.071283,61.891965,61.963248,1.201267,75.999728,Smurf
1,24.1,2119,21,23,tcp,57239,-------,0,-1,210,12020190,switch1,router,3.015243,3.015243,3.030486,0,23.215379,1328825.054213,57239,0.114633,0.045728,3,3.045728,0,9.045728,HTTP-FLOOD
20,25,57415,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,54.615167,54.615167,54.625171,0,94.7212,5209.67,55,0.003716,0.071284,54.584527,54.655811,1.201267,75.999728,SIDDOS
24.1,10,155817,22,10,ack,55,-------,11,4862,16103,885665,Switch2,clien-10,15.906379,15.906379,15.916382,0,328.561918,18070.9,55,0.008446,0,15.886373,15.916382,1.030013,50.040562,Smurf
1,24.1,13923,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,14.030486,14.030486,14.045728,0,23.215379,1521430,65535.2,0.131248,0.045728,14,14.045728,0,9.045728,Smurf
0,24,133034,23,24,tcp,1540,-------,1,4161,16091,24780100,Router,server1,13.762608,13.762608,13.772731,0,328.316229,505606,1540,0.236321,0,13.742362,13.772731,1,50.010675,Smurf
24.2,2,571571,24,23,ack,55,-------,3,15910,16091,885005,server1,Router,49.469659,49.469659,49.479663,0,328.26412,18054.5,55,0.00844,0,49.469659,49.499669,1.030022,50.048477,Smurf
5,24.5,20337,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,20.051457,20.072428,20.087671,0.020971,23.108231,1514400,65535.2,0.131248,0.087671,20,20.087671,0,9.087671,Smurf
24.8,8,150906,21,8,ack,55,-------,9,4693,16088,884840,Switch1,clien-8,15.444416,15.444416,15.454419,0,328.113525,18046.2,55,0.008438,0,15.42441,15.454419,1.030054,50.061864,Smurf
20,25,69951,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.323565,66.323565,66.333568,0,94.7212,5209.67,55,0.003716,0.071283,66.292925,66.364208,1.201267,75.999728,SIDDOS
10,24.11,25770,10,22,ping,65535,-------,0,-1,210,13762400,client-10,switch2,25,25,25.015243,0,23.20193,1520540,65535.2,0.131248,0.050971,25,25.050971,0,9.050971,Smurf
8,24.9,45112,8,21,tcp,25983,-------,0,-1,210,5456430,client-8,switch1,43,43,43.015243,0,23.028518,598349.973813,25983,0.052037,0.119128,43,43.119128,0,9.119128,HTTP-FLOOD
15,24.15,209034,23,24,tcp,1540,-------,16,6526,16092,24781700,Router,server1,20.91647,20.91647,20.926593,0,328.205808,505437,1540,0.236337,0,20.896223,20.926593,1,50.030211,Smurf
8,24.8,175592,23,24,tcp,1540,-------,9,5474,16088,24775500,Router,server1,17.769322,17.769322,17.779445,0,328.11323,505294,1540,0.236278,0,17.749075,17.779445,1,50.031854,Smurf
20,25,76255,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.278909,72.278909,72.309549,0,94.7212,5209.67,55,0.003716,0.071283,72.278909,72.350192,1.201267,75.999728,SIDDOS
17,24.19,62119,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,59.015243,59.051942,59.067185,0.036699,23.015288,1508310,65535.2,0.131248,0.12437,59,59.12437,0,9.12437,Smurf
2,24.16,10714,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,11.035728,11.040971,11.056214,0.005243,23.188498,1519660,65535.2,0.131248,0.056214,11,11.056214,0,9.056214,Smurf
19,24.21,5375,19,22,tcp,38473,-------,0,-1,210,8079330,client-19,switch2,6,6,6.015243,0,22.967447,883626.572942,38473,0.07705,0.14208,6,6.14208,0,9.143376,HTTP-FLOOD
15,24.17,49388,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,47.0567,47.088156,47.103399,0.031456,23.068307,1511790,65535.2,0.131248,0.103399,47,47.103399,0,9.103399,Smurf
15,24.17,32223,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,31.0567,31.088156,31.103399,0.031456,23.068307,1511790,65535.2,0.131248,0.103399,31,31.103399,0,9.103399,Smurf
20,25,75642,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,71.698301,71.698301,71.728941,0,94.7212,5209.67,55,0.003716,0.071283,71.698301,71.769584,1.201267,75.999728,SIDDOS
1,24.1,478530,23,24,tcp,1540,-------,2,13579,16091,24780100,Router,server1,42.354755,42.354755,42.364879,0,328.297855,505578,1540,0.236321,0,42.334509,42.364879,1,50.013418,Smurf
24.8,8,343018,21,8,ack,55,-------,9,10145,16088,884840,Switch1,clien-8,31.958172,31.958172,31.968175,0,328.113525,18046.2,55,0.008438,0,31.938166,31.968175,1.030054,50.061864,Smurf
13,24.13,377259,22,23,tcp,1540,-------,14,11027,16103,24798600,Switch2,Router,34.576686,34.576686,34.58681,0,328.460131,505828,1540,0.236498,0,34.566563,34.596933,1,50.025737,SIDDOS
24.4,4,38866,21,4,ack,55,-------,5,1207,16091,885005,Switch1,clien-4,4.888894,4.888894,4.898898,0,328.218006,18052,55,0.00844,0,4.868888,4.898898,1.030035,50.055377,Smurf
2,24.2,118631,21,23,tcp,1540,-------,3,3709,16091,24780100,Switch1,Router,12.395179,12.395179,12.405302,0,328.26404,505526,1540,0.236321,0,12.385056,12.415426,1,50.018467,Smurf
20,25,65482,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,62.140797,62.140797,62.171437,0,94.7212,5209.67,55,0.003716,0.071283,62.140797,62.21208,1.201267,75.999728,SIDDOS
20,25,60521,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,57.526317,57.526317,57.53632,0,94.7212,5209.67,55,0.003716,0.071283,57.495677,57.56696,1.201267,75.999728,SIDDOS
24.14,14,198413,22,14,ack,55,-------,15,6187,16103,885665,Switch2,clien-14,19.918305,19.918305,19.928308,0,328.432001,18063.8,55,0.008446,0,19.898299,19.928308,1.030038,50.059974,Smurf
15,24.15,423109,23,24,tcp,1540,-------,16,12179,16092,24781700,Router,server1,38.104206,38.10433,38.114453,0.000124,328.205808,505437,1540,0.236337,0.000124,38.08396,38.114453,1,50.030211,Smurf
20,25,65844,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,62.48484,62.48484,62.494843,0,94.7212,5209.67,55,0.003716,0.071283,62.4542,62.525483,1.201267,75.999728,SIDDOS
2,24.2,565126,21,23,tcp,1540,-------,3,15756,16091,24780100,Switch1,Router,48.985773,48.985773,48.995896,0,328.26404,505526,1540,0.236321,0,48.97565,49.006019,1,50.018467,Smurf
20,25,73104,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,69.265277,69.265277,69.295917,0,94.7212,5209.67,55,0.003716,0.071283,69.265277,69.33656,1.201267,75.999728,Smurf
2,24.16,18254,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,18.035728,18.040971,18.056214,0.005243,23.188498,1519660,65535.2,0.131248,0.056214,18,18.056214,0,9.056214,Smurf
6.1,24.26,584091,23,24,cbr,1000,-------,27,3395,6250,6250000,Router,server1,52.18064,52.18112,52.1912,0.00048,124.942027,124942,1000,0.059605,0.00096,52.16,52.1912,25,75.0232,Smurf
17.1,24.37,322247,17,22,cbr,1000,-------,38,668,6250,6250000,clien-17,Switch2,30.344,30.344,30.35408,0,124.941427,124941,1000,0.059605,0.001272,30.344,30.375512,25,75.02344,Smurf
1,24.1,27879,21,23,tcp,18888,-------,0,-1,210,3966480,switch1,router,27.015243,27.015243,27.030486,0,23.215379,438492.070511,18888,0.037827,0.045728,27,27.045728,0,9.045728,HTTP-FLOOD
13,24.14,41840,22,23,tcp,62178,-------,0,-1,210,13057380,switch2,router,40.015243,40.030971,40.046214,0.015728,23.121571,1437653.015251,62178,0.124525,0.082428,40,40.082428,0,9.082428,HTTP-FLOOD
20,25,64614,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.342784,61.342784,61.373424,0,94.7212,5209.67,55,0.003716,0.071283,61.302141,61.373424,1.201267,75.999728,SIDDOS
20,25,77615,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,73.63744,73.63744,73.66808,0,94.7212,5209.67,55,0.003716,0.071283,73.596797,73.66808,1.201267,75.999728,HTTP-FLOOD
12,24.13,49385,12,22,tcp,30375,-------,0,-1,210,6378750,client-12,switch2,47,47,47.015243,0,23.148296,703129.495316,30375,0.060833,0.071942,47,47.071942,0,9.071942,HTTP-FLOOD
20,25,72133,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,68.361712,68.361712,68.392352,0,94.7212,5209.67,55,0.003716,0.071283,68.321069,68.392352,1.201267,75.999728,SIDDOS
13,24.14,5369,22,23,tcp,8822,-------,0,-1,210,1852620,switch2,router,6.015243,6.030971,6.046214,0.015728,23.121571,203978.495618,8822,0.017668,0.082428,6,6.082428,0,9.082428,HTTP-FLOOD
20,25,71531,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.793066,67.793066,67.823706,0,94.7212,5209.67,55,0.003716,0.071283,67.793066,67.864349,1.201267,75.999728,SIDDOS
11,24.11,354932,22,23,tcp,1540,-------,12,10465,16103,24798600,Switch2,Router,32.861658,32.861658,32.871782,0,328.522879,505925,1540,0.236498,0.00105,32.851535,32.882955,1,50.016373,Smurf
8,24.9,45112,21,23,tcp,10029,-------,0,-1,210,2106090,switch1,router,43.015243,43.051942,43.067185,0.036699,23.028518,230953.003401,10029,0.020085,0.119128,43,43.119128,0,9.119128,HTTP-FLOOD
18,24.2,18270,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,18.015243,18.057185,18.072428,0.041942,22.988868,1506580,65535.2,0.131248,0.134856,18,18.134856,0,9.134856,Smurf
16,24.18,8582,23,24,tcp,8250,-------,0,-1,210,1732500,router,server1,9.061942,9.098642,9.113885,0.0367,23.041765,190094.564502,8250,0.016522,0.113885,9,9.113885,0,9.113885,HTTP-FLOOD
20,25,77476,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,73.495421,73.495421,73.526061,0,94.7212,5209.67,55,0.003716,0.071283,73.495421,73.566704,1.201267,75.999728,SIDDOS
2,24.16,20334,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,20.035728,20.040971,20.056214,0.005243,23.188498,1519660,65535.2,0.131248,0.056214,20,20.056214,0,9.056214,Smurf
24,0,202613,21,0,ack,55,-------,1,6316,16091,885005,Switch1,clien-0,20.312459,20.312459,20.322462,0,328.316229,18057.4,55,0.00844,0,20.292453,20.322462,1.03001,50.040685,Smurf
24.13,13,435201,22,13,ack,55,-------,14,12475,16103,885665,Switch2,clien-13,39.030011,39.030011,39.040014,0,328.460278,18065.3,55,0.008446,0,39.010005,39.040014,1.030032,50.055747,Smurf
20,25,78047,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,74.061376,74.061376,74.092016,0,94.7212,5209.67,55,0.003716,0.071283,74.020733,74.092016,1.201267,75.999728,SIDDOS
3,24.3,52548,3,21,tcp,55311,-------,0,-1,210,11615310,client-3,switch1,50,50,50.015243,0,23.16168,1281095.657737,55311,0.110772,0.0667,50,50.0667,0,9.0667,HTTP-FLOOD
24.5,5,169019,21,5,ack,55,-------,6,5269,16091,885005,Switch1,clien-5,17.148016,17.148016,17.158019,0,328.204851,18051.3,55,0.00844,0,17.128009,17.158019,1.030042,50.057349,Smurf
25,20,73718,25,23,tcp,576,-------,0,914417,7110,4092144,webcache,router,69.852656,69.877215,69.916431,0.024559,95.145988,54761.052361,575.547679,0.039026,0.113037,69.852656,69.965693,1.27255,75.999821,Smurf
24.11,11,563560,23,22,ack,55,-------,12,15711,16103,885665,Router,Switch2,48.865875,48.865875,48.875878,0,328.522947,18068.8,55,0.008446,0,48.855872,48.885882,1.030019,50.046382,Smurf
9,24.1,20341,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,20.072428,20.11437,20.129613,0.041942,23.00207,1507450,65535.2,0.131248,0.129613,20,20.129613,0,9.129613,Smurf
24.4,4,456826,21,4,ack,55,-------,5,13011,16091,885005,Switch1,clien-4,40.688534,40.688534,40.698538,0,328.218006,18052,55,0.00844,0,40.668528,40.698538,1.030035,50.055377,Smurf
14,24.15,18266,22,23,tcp,48870,-------,0,-1,210,10262700,switch2,router,18.015243,18.036214,18.051457,0.020971,23.094907,1128648.087951,48870,0.097873,0.092914,18,18.092914,0,9.092914,HTTP-FLOOD
24.1,10,427799,24,23,ack,55,-------,11,12299,16103,885665,server1,Router,38.442949,38.442949,38.452952,0,328.561918,18070.9,55,0.008446,0,38.442949,38.472958,1.030013,50.040562,Smurf
24.1,1,46889,23,21,ack,55,-------,2,1457,16091,885005,Router,Switch1,5.633514,5.633514,5.643517,0,328.297902,18056.4,55,0.00844,0,5.62351,5.65352,1.030016,50.043427,Smurf
11,24.12,41838,11,22,ping,65535,-------,0,-1,210,13762400,client-11,switch2,40,40,40.015243,0,23.175081,1518780,65535.2,0.131248,0.061457,40,40.061457,0,9.061457,Smurf
13,24.14,41840,23,24,tcp,64860,-------,0,-1,210,13620600,router,server1,40.046214,40.067185,40.082428,0.020971,23.121571,1499665.067535,64860,0.129896,0.082428,40,40.082428,0,9.082428,HTTP-FLOOD
7,24.7,7481,21,23,tcp,30955,-------,0,-1,210,6500550,switch1,router,8.015243,8.0467,8.061942,0.031457,23.055028,713668.404138,30955,0.061994,0.108642,8,8.108642,0,9.108642,HTTP-FLOOD
4,24.4,47188,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,45.015243,45.030971,45.046214,0.015728,23.134926,1516150,65535.2,0.131248,0.077185,45,45.077185,0,9.077185,Smurf
9,24.9,114232,23,24,tcp,1540,-------,10,3565,16085,24770900,Router,server1,11.987949,11.987949,11.998072,0,328.063862,505218,1540,0.236234,0,11.967702,11.998072,1,50.030088,Smurf
24.5,5,397272,24,23,ack,55,-------,6,11511,16091,885005,server1,Router,36.102048,36.102048,36.112051,0,328.204851,18051.3,55,0.00844,0,36.102048,36.132058,1.030042,50.057349,Smurf
12,24.13,31127,23,24,tcp,63350,-------,0,-1,210,13303500,router,server1,30.040971,30.0567,30.071942,0.015729,23.148296,1466444.560602,63350,0.126872,0.071942,30,30.071942,0,9.071942,HTTP-FLOOD
20,25,73233,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.388077,69.388077,69.39808,0,94.7212,5209.67,55,0.003716,0.071283,69.357437,69.42872,1.201267,75.999728,SIDDOS
4,24.4,20336,4,21,ping,65535,-------,0,-1,210,13762400,client-4,switch1,20,20,20.015243,0,23.134926,1516150,65535.2,0.131248,0.077185,20,20.077185,0,9.077185,Smurf
20,25,64622,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.379648,61.379648,61.410288,0,94.7212,5209.67,55,0.003716,0.071283,61.339005,61.410288,1.201267,75.999728,SIDDOS
5,24.5,50432,23,24,tcp,51653,-------,0,-1,210,10847130,router,server1,48.051457,48.072428,48.087671,0.020971,23.108231,1193609.451751,51653,0.103446,0.087671,48,48.087671,0,9.087671,HTTP-FLOOD
14,24.15,35393,14,22,tcp,48882,-------,0,-1,210,10265220,client-14,switch2,34,34,34.015243,0,23.094907,1128925.22683,48882,0.097897,0.092914,34,34.092914,0,9.092914,HTTP-FLOOD
18,24.2,65283,18,22,tcp,55252,-------,0,-1,210,11602920,client-18,switch2,62,62,62.015243,0,22.988868,1270180.942097,55252,0.110654,0.134856,62,62.134856,0,9.134856,HTTP-FLOOD
10,24.11,16078,10,22,ping,65535,-------,0,-1,210,13762400,client-10,switch2,16,16,16.015243,0,23.20193,1520540,65535.2,0.131248,0.050971,16,16.050971,0,9.050971,Smurf
3,24.3,21428,3,21,ping,65535,-------,0,-1,210,13762400,client-3,switch1,21,21,21.015243,0,23.16168,1517910,65535.2,0.131248,0.0667,21,21.0667,0,9.0667,Smurf
16.1,24.36,633181,22,23,cbr,1000,-------,37,5832,6250,6250000,Switch2,Router,71.66608,71.66656,71.67664,0.00048,124.941827,124942,1000,0.059605,0.00104,71.656,71.68728,25,75.02328,Smurf
5.1,24.25,583786,5,21,cbr,1000,-------,26,3380,6250,6250000,clien-5,Switch1,52.04,52.04,52.05008,0,124.942427,124942,1000,0.059605,0.0008,52.04,52.07104,25,75.02304,Smurf
6,24.6,71765,6,21,ping,65535,-------,0,-1,210,13762400,client-6,switch1,68,68,68.015243,0,23.0816,1512660,65535.2,0.131248,0.098156,68,68.098156,0,9.098156,Smurf
4,24.4,191547,4,21,tcp,1540,-------,5,5971,16091,24780100,clien-4,Switch1,19.246848,19.246848,19.256971,0,328.217832,505455,1540,0.236321,0,19.246848,19.277218,1,50.025368,Smurf
20,25,64305,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,61.020989,61.020989,61.051629,0,94.7212,5209.67,55,0.003716,0.084002,61.020989,61.104991,1.201267,75.999728,SIDDOS
6,24.6,8572,23,24,tcp,16417,-------,0,-1,210,3447570,router,server1,9.0567,9.082914,9.098156,0.026214,23.0816,378930.631658,16417,0.032879,0.098156,9,9.098156,0,9.098156,HTTP-FLOOD
1,24.1,8567,1,21,tcp,22973,-------,0,-1,210,4824330,client-1,switch1,9,9,9.015243,0,23.215379,533326.891987,22973,0.046008,0.045728,9,9.045728,0,9.045728,HTTP-FLOOD
15,24.17,19360,22,23,tcp,12877,-------,0,-1,210,2704170,switch2,router,19.015243,19.041457,19.0567,0.026214,23.068307,297050.585172,12877,0.025789,0.103399,19,19.103399,0,9.103399,HTTP-FLOOD
18,24.2,23627,23,24,tcp,57768,-------,0,-1,210,12131280,router,server1,23.072428,23.119613,23.134856,0.047185,22.988868,1328020.93432,57768,0.115693,0.134856,23,23.134856,0,9.134856,HTTP-FLOOD
8,24.9,46100,8,21,tcp,11598,-------,0,-1,210,2435580,client-8,switch1,44,44,44.015243,0,23.028518,267084.747577,11598,0.023228,0.119128,44,44.119128,0,9.119128,HTTP-FLOOD
20,25,67956,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,64.499456,64.499456,64.530096,0,94.7212,5209.67,55,0.003716,0.071283,64.458813,64.530096,1.201267,75.999728,SIDDOS
20,25,68192,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,64.710637,64.710637,64.72064,0,94.7212,5209.67,55,0.003716,0.071283,64.679997,64.75128,1.201267,75.999728,SIDDOS
5,24.5,71764,23,24,tcp,1113,-------,0,-1,210,233730,router,server1,68.051457,68.072428,68.087671,0.020971,23.108231,25719.461015,1113,0.002229,0.087671,68,68.087671,0,9.087671,HTTP-FLOOD
24.3,3,155944,21,3,ack,55,-------,4,4861,16091,885005,Switch1,clien-3,15.915496,15.915496,15.925499,0,328.241051,18053.3,55,0.00844,0,15.89549,15.925499,1.030029,50.051929,Smurf
20,25,71202,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.510362,67.510362,67.520365,0,94.7212,5209.67,55,0.003716,0.071283,67.479722,67.551005,1.201267,75.999728,SIDDOS
24.4,4,114272,23,21,ack,55,-------,5,3553,16091,885005,Router,Switch1,11.981707,11.981707,11.99171,0,328.218006,18052,55,0.00844,0,11.971704,12.001714,1.030035,50.055377,Smurf
20,25,58815,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,55.919613,55.919613,55.950253,0,94.7212,5209.67,55,0.003716,0.071283,55.919613,55.990896,1.201267,75.999728,SIDDOS
20,25,75212,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.324224,71.324224,71.354864,0,94.7212,5209.67,55,0.003716,0.071283,71.283581,71.354864,1.201267,75.999728,SIDDOS
8.1,24.28,416188,23,24,cbr,1000,-------,29,1569,6250,6250000,Router,server1,37.572895,37.573738,37.583818,0.000843,124.941228,124941,1000,0.059605,0.001578,37.552,37.583818,25,75.02352,Smurf
10,24.1,532148,10,22,tcp,1540,-------,11,14937,16103,24798600,clien-10,Switch2,46.447349,46.447349,46.457472,0,328.561898,505985,1540,0.236498,0,46.447349,46.477718,1,50.010552,Smurf
2,24.16,31117,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,30.035728,30.040971,30.056214,0.005243,23.188498,1519660,65535.2,0.131248,0.056214,30,30.056214,0,9.056214,Smurf
20,25,58828,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,55.987117,55.987117,55.99712,0,94.7212,5209.67,55,0.003716,0.071283,55.956477,56.02776,1.201267,75.999728,SIDDOS
